Yr,Mon,Day,Harvest #,Treatment,Cultivar,Row,Bucket,TB#,TBFW,TFW/Berry,MB#,MBFW,MFW/Berry,,,TB#,TBFW,MB#,MBFW,kg/pl/3mon,lb/pl/3mon,lb/acre/3mon,lb/acre/9mon,,,,,,,,,
2021,1,12,6,CO2,AL,1,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,12,6,CO2,AL,1,2,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,12,6,CO2,AL,1,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,12,6,CO2,AL,1,4,6,69,11.5,1,18.1,18.1,,,,,,,,,,,,,,,,,,,
2021,1,12,6,CO2,AL,2,1,7,67.8,9.68571428571429,1,11.5,11.5,,,,,,,,,,,,,,,,,,,
2021,1,12,6,CO2,AL,2,2,6,64.8,10.8,2,28.4,14.2,,,,,,,,,,,,,,,,,,,
2021,1,12,6,CO2,AL,2,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,12,6,CO2,AL,2,4,5,83.5,16.7,4,76.7,19.175,,,,,,,,,,,,,,,,,,,
2021,1,12,6,CO2,AL,3,1,5,66,13.2,3,46.5,15.5,,,,,,,,,,,,,,,,,,,
2021,1,12,6,CO2,AL,3,2,2,25.3,12.65,1,18.4,18.4,,,,,,,,,,,,,,,,,,,
2021,1,12,6,CO2,AL,3,3,1,7.3,7.3,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,12,6,CO2,AL,3,4,7,94.9,13.5571428571429,3,42.9,14.3,,,,,,,,,,,,,,39,478.6,11.9241071428572,15,242.5,15.8821428571429
2021,1,12,6,Control,CA,1,1,5,51.3,10.26,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,12,6,Control,CA,1,2,2,26.3,13.15,1,15.7,15.7,,,,,,,,,,,,,,,,,,,
2021,1,12,6,Control,CA,1,3,1,6.8,6.8,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,12,6,Control,CA,1,4,4,68,17,3,62.8,20.9333333333333,,,,,,,,,,,,,,,,,,,
2021,1,12,6,Control,CA,2,1,8,12,1.5,3,61.5,20.5,,,,,,,,,,,,,,,,,,,
2021,1,12,6,Control,CA,2,2,8,11.4,1.425,4,7.2,1.8,,,,,,,,,,,,,,,,,,,
2021,1,12,6,Control,CA,2,3,2,15.7,7.85,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,12,6,Control,CA,2,4,6,55.5,9.25,1,18.8,18.8,,,,,,,,,,,,,,,,,,,
2021,1,12,6,Control,CA,3,1,2,28.6,14.3,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,12,6,Control,CA,3,2,5,57.4,11.48,1,29.1,29.1,,,,,,,,,,,,,,,,,,,
2021,1,12,6,Control,CA,3,3,3,22.3,7.43333333333333,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,12,6,Control,CA,3,4,9,91.8,10.2,5,64.9,12.98,,,,,,,,,,,,,,55,447.1,9.22069444444445,18,260,17.1161904761905
2021,1,12,6,Control,AL,1,1,3,35.9,11.9666666666667,1,2.3,2.3,,,,,,,,,,,,,,,,,,,
2021,1,12,6,Control,AL,1,2,6,62,10.3333333333333,2,3.3,1.65,,,,,,,,,,,,,,,,,,,
2021,1,12,6,Control,AL,1,3,2,1.4,0.7,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,12,6,Control,AL,1,4,3,28.3,9.43333333333333,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,12,6,Control,AL,2,1,4,51.6,12.9,2,38.6,19.3,,,,,,,,,,,,,,,,,,,
2021,1,12,6,Control,AL,2,2,3,59.7,19.9,3,59.7,19.9,,,,,,,,,,,,,,,,,,,
2021,1,12,6,Control,AL,2,3,6,19.6,3.26666666666667,3,73.9,24.6333333333333,,,,,,,,,,,,,,,,,,,
2021,1,12,6,Control,AL,2,4,3,6.1,2.03333333333333,2,45.4,22.7,,,,,,,,,,,,,,,,,,,
2021,1,12,6,Control,AL,3,1,2,19,9.5,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,12,6,Control,AL,3,2,2,14.2,7.1,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,12,6,Control,AL,3,3,8,81.1,10.1375,2,27.1,13.55,,,,,,,,,,,,,,,,,,,
2021,1,12,6,Control,AL,3,4,0,, ,0,, ,,,,,,,,,,,,,,42,378.9,8.84280303030303,15,250.3,14.8619047619048
2021,1,15,7,CO2,CA,1,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,15,7,CO2,CA,1,2,2,21.8,10.9,2,21.8,10.9,,,,,,,,,,,,,,,,,,,
2021,1,15,7,CO2,CA,1,3,2,25,12.5,2,25,12.5,,,,,,,,,,,,,,,,,,,
2021,1,15,7,CO2,CA,1,4,11,135.7,12.3363636363636,4,6.1,1.525,,,,,,,,,,,,,,,,,,,
2021,1,15,7,CO2,CA,2,1,7,139.4,19.9142857142857,4,12.3,3.075,,,,,,,,,,,,,,,,,,,
2021,1,15,7,CO2,CA,2,2,8,64.7,8.0875,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,15,7,CO2,CA,2,3,8,114.9,14.3625,3,8.2,2.73333333333333,,,,,,,,,,,,,,,,,,,
2021,1,15,7,CO2,CA,2,4,9,181.1,20.1222222222222,5,145.1,29.02,,,,,,,,,,,,,,,,,,,
2021,1,15,7,CO2,CA,3,1,5,83.9,16.78,4,78.5,19.625,,,,,,,,,,,,,,,,,,,
2021,1,15,7,CO2,CA,3,2,8,19.6,2.45,6,174.1,29.0166666666667,,,,,,,,,,,,,,,,,,,
2021,1,15,7,CO2,CA,3,3,7,118.5,16.9285714285714,4,94.7,23.675,,,,,,,,,,,,,,,,,,,
2021,1,15,7,CO2,CA,3,4,6,115.4,19.2333333333333,4,13.9,3.475,,,,,,,,,,,,,,73,1020,13.9649796667978,38,579.7,13.5545
2021,1,15,7,CO2,AL,1,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,15,7,CO2,AL,1,2,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,15,7,CO2,AL,1,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,15,7,CO2,AL,1,4,5,43.7,8.74,1,14.4,14.4,,,,,,,,,,,,,,,,,,,
2021,1,15,7,CO2,AL,2,1,2,23.1,11.55,1,15,15,,,,,,,,,,,,,,,,,,,
2021,1,15,7,CO2,AL,2,2,6,81.6,13.6,3,51.8,17.2666666666667,,,,,,,,,,,,,,,,,,,
2021,1,15,7,CO2,AL,2,3,1,16.5,16.5,1,16.5,16.5,,,,,,,,,,,,,,,,,,,
2021,1,15,7,CO2,AL,2,4,2,4.2,2.1,1,14.8,14.8,,,,,,,,,,,,,,,,,,,
2021,1,15,7,CO2,AL,3,1,7,91.4,13.0571428571429,5,77,15.4,,,,,,,,,,,,,,,,,,,
2021,1,15,7,CO2,AL,3,2,1,18.2,18.2,1,18.2,18.2,,,,,,,,,,,,,,,,,,,
2021,1,15,7,CO2,AL,3,3,9,77.1,8.56666666666667,1,13.2,13.2,,,,,,,,,,,,,,,,,,,
2021,1,15,7,CO2,AL,3,4,4,54.5,13.625,2,42.6,21.3,,,,,,,,,,,,,,37,410.3,11.7709788359788,16,263.5,16.2296296296296
2021,1,15,7,Control,CA,1,1,10,84.2,8.42,1,13.9,13.9,,,,,,,,,,,,,,,,,,,
2021,1,15,7,Control,CA,1,2,0,, ,0,, ,,,,,,,,,,,, ,,,,,,,
2021,1,15,7,Control,CA,1,3,5,29,5.8,1,11.9,11.9,,,,,,,,,,,,,,,,,,,
2021,1,15,7,Control,CA,1,4,5,63.8,12.76,2,36.2,18.1,,,,,,,,,,,,,,,,,,,
2021,1,15,7,Control,CA,2,1,9,89.5,9.94444444444444,2,32.2,16.1,,,,,,,,,,,,,,,,,,,
2021,1,15,7,Control,CA,2,2,3,2,0.666666666666667,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,15,7,Control,CA,2,3,4,55.3,13.825,1,14.9,14.9,,,,,,,,,,,,,,,,,,,
2021,1,15,7,Control,CA,2,4,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,15,7,Control,CA,3,1,6,46.9,7.81666666666667,1,19.4,19.4,,,,,,,,,,,,,,,,,,,
2021,1,15,7,Control,CA,3,2,6,113,18.8333333333333,5,98.8,19.76,,,,,,,,,,,,,,,,,,,
2021,1,15,7,Control,CA,3,3,6,159.7,26.6166666666667,6,159.7,26.6166666666667,,,,,,,,,,,,,,,,,,,
2021,1,15,7,Control,CA,3,4,3,46.9,15.6333333333333,1,11.4,11.4,,,,,,,,,,,,,,57,690.3,12.0316111111111,20,398.4,16.8974074074074
2021,1,15,7,Control,AL,1,1,5,41.2,8.24,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,15,7,Control,AL,1,2,4,5.6,1.4,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,15,7,Control,AL,1,3,7,55,7.85714285714286,1,26.5,26.5,,,,,,,,,,,,,,,,,,,
2021,1,15,7,Control,AL,1,4,2,22,11,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,15,7,Control,AL,2,1,7,83.7,11.9571428571429,2,42.3,21.15,,,,,,,,,,,,,,,,,,,
2021,1,15,7,Control,AL,2,2,1,2.1,2.1,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,15,7,Control,AL,2,3,3,49.2,16.4,2,41.8,20.9,,,,,,,,,,,,,,,,,,,
2021,1,15,7,Control,AL,2,4,6,88,14.6666666666667,3,64,21.3333333333333,,,,,,,,,,,,,,,,,,,
2021,1,15,7,Control,AL,3,1,2,22.7,11.35,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,15,7,Control,AL,3,2,4,37.1,9.275,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,15,7,Control,AL,3,3,2,16.7,8.35,1,11.7,11.7,,,,,,,,,,,,,,,,,,,
2021,1,15,7,Control,AL,3,4,4,16.1,4.025,0,, ,,,,,,,,,,,,,,47,439.4,8.88507936507937,9,186.3,20.3166666666667
2021,1,19,8,CO2,CA,1,1,6,65.1,10.85,2,36.1,18.05,,,,,,,,,,,,,,,,,,,
2021,1,19,8,CO2,CA,1,2,11,18.6,1.69090909090909,3,99.1,33.0333333333333,,,,,,,,,,,,,,,,,,,
2021,1,19,8,CO2,CA,1,3,10,183.8,18.38,4,127.7,31.925,,,,,,,,,,,,,,,,,,,
2021,1,19,8,CO2,CA,1,4,16,173.3,10.83125,6,12.3,2.05,,,,,,,,,,,,,,,,,,,
2021,1,19,8,CO2,CA,2,1,10,166.8,16.68,5,131.9,26.38,,,,,,,,,,,,,,,,,,,
2021,1,19,8,CO2,CA,2,2,14,299.9,21.4214285714286,8,238.6,29.825,,,,,,,,,,,,,,,,,,,
2021,1,19,8,CO2,CA,2,3,10,151.8,15.18,4,13.6,3.4,,,,,,,,,,,,,,,,,,,
2021,1,19,8,CO2,CA,2,4,12,22.2,1.85,7,149,21.2857142857143,,,,,,,,,,,,,,,,,,,
2021,1,19,8,CO2,CA,3,1,10,119.2,11.92,2,41.1,20.55,,,,,,,,,,,,,,,,,,,
2021,1,19,8,CO2,CA,3,2,11,173.4,15.7636363636364,5,114.5,22.9,,,,,,,,,,,,,,,,,,,
2021,1,19,8,CO2,CA,3,3,14,241.5,17.25,11,221.9,20.1727272727273,,,,,,,,,,,,,,,,,,,
2021,1,19,8,CO2,CA,3,4,8,169,21.125,7,166.1,23.7285714285714,,,,,,,,,,,,,,132,1784.6,13.5785186688312,64,1351.9,21.1083621933622
2021,1,19,8,CO2,AL,1,1,8,113,14.125,4,74,18.5,,,,,,,,,,,,,,,,,,,
2021,1,19,8,CO2,AL,1,2,9,139.2,15.4666666666667,8,129.6,16.2,,,,,,,,,,,,,,,,,,,
2021,1,19,8,CO2,AL,1,3,5,8,1.6,3,61.1,20.3666666666667,,,,,,,,,,,,,,,,,,,
2021,1,19,8,CO2,AL,1,4,6,93.5,15.5833333333333,2,49.7,24.85,,,,,,,,,,,,,,,,,,,
2021,1,19,8,CO2,AL,2,1,6,11.1,1.85,4,91.1,22.775,,,,,,,,,,,,,,,,,,,
2021,1,19,8,CO2,AL,2,2,12,128.4,10.7,4,66.8,16.7,,,,,,,,,,,,,,,,,,,
2021,1,19,8,CO2,AL,2,3,3,38.3,12.7666666666667,1,13.2,13.2,,,,,,,,,,,,,,,,,,,
2021,1,19,8,CO2,AL,2,4,7,89.3,12.7571428571429,3,47.3,15.7666666666667,,,,,,,,,,,,,,,,,,,
2021,1,19,8,CO2,AL,3,1,8,132.2,16.525,6,117.1,19.5166666666667,,,,,,,,,,,,,,,,,,,
2021,1,19,8,CO2,AL,3,2,4,57.3,14.325,3,46.8,15.6,,,,,,,,,,,,,,,,,,,
2021,1,19,8,CO2,AL,3,3,1,13.8,13.8,1,13.8,13.8,,,,,,,,,,,,,,,,,,,
2021,1,19,8,CO2,AL,3,4,7,13,1.85714285714286,4,7.5,1.875,,,,,,,,,,,,,,76,837.1,10.9463293650794,43,718,16.5958333333333
2021,1,19,8,Control,CA,1,1,5,36.8,7.36,1,14.2,14.2,,,,,,,,,,,,,,,,,,,
2021,1,19,8,Control,CA,1,2,3,25.6,8.53333333333333,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,19,8,Control,CA,1,3,6,44.6,7.43333333333333,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,19,8,Control,CA,1,4,3,24.8,8.26666666666667,1,19.4,19.4,,,,,,,,,,,,,,,,,,,
2021,1,19,8,Control,CA,2,1,6,52.3,8.71666666666667,2,3.6,1.8,,,,,,,,,,,,,,,,,,,
2021,1,19,8,Control,CA,2,2,5,21.9,4.38,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,19,8,Control,CA,2,3,2,19.6,9.8,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,19,8,Control,CA,2,4,2,22.4,11.2,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,19,8,Control,CA,3,1,3,13.3,4.43333333333333,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,19,8,Control,CA,3,2,6,64.8,10.8,1,35.1,35.1,,,,,,,,,,,,,,,,,,,
2021,1,19,8,Control,CA,3,3,5,68.7,13.74,1,26.1,26.1,,,,,,,,,,,,,,,,,,,
2021,1,19,8,Control,CA,3,4,6,2.2,0.366666666666667,0,, ,,,,,,,,,,,,,,52,397,7.91916666666667,6,98.4,19.32
2021,1,19,8,Control,AL,1,1,6,5.5,0.916666666666667,1,13.9,13.9,,,,,,,,,,,,,,,,,,,
2021,1,19,8,Control,AL,1,2,2,22.5,11.25,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,19,8,Control,AL,1,3,9,88.6,9.84444444444444,3,48.4,16.1333333333333,,,,,,,,,,,,,,,,,,,
2021,1,19,8,Control,AL,1,4,5,45.4,9.08,1,12.9,12.9,,,,,,,,,,,,,,,,,,,
2021,1,19,8,Control,AL,2,1,5,69.6,13.92,2,43.7,21.85,,,,,,,,,,,,,,,,,,,
2021,1,19,8,Control,AL,2,2,7,88.5,12.6428571428571,2,44.7,22.35,,,,,,,,,,,,,,,,,,,
2021,1,19,8,Control,AL,2,3,3,37,12.3333333333333,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,19,8,Control,AL,2,4,7,12.3,1.75714285714286,4,82,20.5,,,,,,,,,,,,,,,,,,,
2021,1,19,8,Control,AL,3,1,7,68.1,9.72857142857143,2,37.9,18.95,,,,,,,,,,,,,,,,,,,
2021,1,19,8,Control,AL,3,2,8,127.4,15.925,3,62.6,20.8666666666667,,,,,,,,,,,,,,,,,,,
2021,1,19,8,Control,AL,3,3,3,15.1,5.03333333333333,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,19,8,Control,AL,3,4,6,44.1,7.35,1,16.6,16.6,,,,,,,,,,,,,,68,624.1,9.14844576719576,19,362.7,18.2277777777778
2021,1,22,9,CO2,CA,1,1,4,72.3,18.075,2,47.2,23.6,,,,,,,,,,,,,,,,,,,
2021,1,22,9,CO2,CA,1,2,4,66.5,16.625,2,49.3,24.65,,,,,,,,,,,,,,,,,,,
2021,1,22,9,CO2,CA,1,3,2,19,9.5,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,22,9,CO2,CA,1,4,3,29.2,9.73333333333333,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,22,9,CO2,CA,2,1,4,84,21,3,66.8,22.2666666666667,,,,,,,,,,,,,,,,,,,
2021,1,22,9,CO2,CA,2,2,5,54.3,10.86,1,1.4,1.4,,,,,,,,,,,,,,,,,,,
2021,1,22,9,CO2,CA,2,3,6,64.9,10.8166666666667,3,4.7,1.56666666666667,,,,,,,,,,,,,,,,,,,
2021,1,22,9,CO2,CA,2,4,3,41.9,13.9666666666667,1,17.2,17.2,,,,,,,,,,,,,,,,,,,
2021,1,22,9,CO2,CA,3,1,4,64.7,16.175,2,34,17,,,,,,,,,,,,,,,,,,,
2021,1,22,9,CO2,CA,3,2,11,142.2,12.9272727272727,7,114.4,16.3428571428571,,,,,,,,,,,,,,,,,,,
2021,1,22,9,CO2,CA,3,3,7,98.5,14.0714285714286,3,45.8,15.2666666666667,,,,,,,,,,,,,,,,,,,
2021,1,22,9,CO2,CA,3,4,5,93.5,18.7,3,7.9,2.63333333333333,,,,,,,,,,,,,,58,831,14.370863997114,27,388.7,14.1926190476191
2021,1,22,9,CO2,AL,1,1,2,7.4,3.7,2,7.4,3.7,,,,,,,,,,,,,,,,,,,
2021,1,22,9,CO2,AL,1,2,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,22,9,CO2,AL,1,3,2,32.9,16.45,1,1.8,1.8,,,,,,,,,,,,,,,,,,,
2021,1,22,9,CO2,AL,1,4,3,69,23,2,54.4,27.2,,,,,,,,,,,,,,,,,,,
2021,1,22,9,CO2,AL,2,1,3,54,18,2,44.2,22.1,,,,,,,,,,,,,,,,,,,
2021,1,22,9,CO2,AL,2,2,9,164.3,18.2555555555556,5,136.9,27.38,,,,,,,,,,,,,,,,,,,
2021,1,22,9,CO2,AL,2,3,7,16,2.28571428571429,4,8.2,2.05,,,,,,,,,,,,,,,,,,,
2021,1,22,9,CO2,AL,2,4,9,17.4,1.93333333333333,8,16.8,2.1,,,,,,,,,,,,,,,,,,,
2021,1,22,9,CO2,AL,3,1,5,68.9,13.78,3,42.1,14.0333333333333,,,,,,,,,,,,,,,,,,,
2021,1,22,9,CO2,AL,3,2,6,99.6,16.6,4,79.8,19.95,,,,,,,,,,,,,,,,,,,
2021,1,22,9,CO2,AL,3,3,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,22,9,CO2,AL,3,4,2,22.5,11.25,0,, ,,,,,,,,,,,,,,48,552,12.5254603174603,31,391.6,13.3681481481481
2021,1,22,9,Control,CA,1,1,3,3.6,1.2,1,12.7,12.7,,,,,,,,,,,,,,,,,,,
2021,1,22,9,Control,CA,1,2,3,1,0.333333333333333,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,22,9,Control,CA,1,3,4,39.4,9.85,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,22,9,Control,CA,1,4,2,2.7,1.35,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,22,9,Control,CA,2,1,5,56.4,11.28,1,19.4,19.4,,,,,,,,,,,,,,,,,,,
2021,1,22,9,Control,CA,2,2,2,12.1,6.05,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,22,9,Control,CA,2,3,3,29.3,9.76666666666667,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,22,9,Control,CA,2,4,3,21.9,7.3,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,22,9,Control,CA,3,1,7,16.9,2.41428571428571,3,5,1.66666666666667,,,,,,,,,,,,,,,,,,,
2021,1,22,9,Control,CA,3,2,4,5.7,1.425,1,18.4,18.4,,,,,,,,,,,,,,,,,,,
2021,1,22,9,Control,CA,3,3,4,54.7,13.675,2,3.6,1.8,,,,,,,,,,,,,,,,,,,
2021,1,22,9,Control,CA,3,4,0,, ,0,, ,,,,,,,,,,,,,,40,243.7,5.87675324675325,8,59.1,10.7933333333333
2021,1,22,9,Control,AL,1,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,22,9,Control,AL,1,2,3,4.7,1.56666666666667,1,22.5,22.5,,,,,,,,,,,,,,,,,,,
2021,1,22,9,Control,AL,1,3,5,78.2,15.64,3,45.7,15.2333333333333,,,,,,,,,,,,,,,,,,,
2021,1,22,9,Control,AL,1,4,3,27.7,9.23333333333333,1,14.2,14.2,,,,,,,,,,,,,,,,,,,
2021,1,22,9,Control,AL,2,1,2,2.8,1.4,1,13.3,13.3,,,,,,,,,,,,,,,,,,,
2021,1,22,9,Control,AL,2,2,3,55,18.3333333333333,2,38.4,19.2,,,,,,,,,,,,,,,,,,,
2021,1,22,9,Control,AL,2,3,2,17.6,8.8,1,13.6,13.6,,,,,,,,,,,,,,,,,,,
2021,1,22,9,Control,AL,2,4,1,23,23,1,23,23,,,,,,,,,,,,,,,,,,,
2021,1,22,9,Control,AL,3,1,3,32,10.6666666666667,1,14.6,14.6,,,,,,,,,,,,,,,,,,,
2021,1,22,9,Control,AL,3,2,1,6.7,6.7,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,22,9,Control,AL,3,3,1,17.5,17.5,1,17.5,17.5,,,,,,,,,,,,,,,,,,,
2021,1,22,9,Control,AL,3,4,0,, ,0,, ,,,,,,,,,,,,,,24,265.2,11.284,12,202.8,17.0148148148148
2021,1,26,10,CO2,CA,1,1,5,66.8,13.36,2,32.1,16.05,,,,,,,,,,,,,,,,,,,
2021,1,26,10,CO2,CA,1,2,7,112.8,16.1142857142857,4,85.6,21.4,,,,,,,,,,,,,,,,,,,
2021,1,26,10,CO2,CA,1,3,3,5.3,1.76666666666667,1,2.1,2.1,,,,,,,,,,,,,,,,,,,
2021,1,26,10,CO2,CA,1,4,9,15.8,1.75555555555556,4,93.5,23.375,,,,,,,,,,,,,,,,,,,
2021,1,26,10,CO2,CA,2,1,6,114,19,2,67.2,33.6,,,,,,,,,,,,,,,,,,,
2021,1,26,10,CO2,CA,2,2,7,96.4,13.7714285714286,3,62.4,20.8,,,,,,,,,,,,,,,,,,,
2021,1,26,10,CO2,CA,2,3,5,53.8,10.76,1,12,12,,,,,,,,,,,,,,,,,,,
2021,1,26,10,CO2,CA,2,4,3,37.5,12.5,1,12.5,12.5,,,,,,,,,,,,,,,,,,,
2021,1,26,10,CO2,CA,3,1,5,8.6,1.72,3,57.5,19.1666666666667,,,,,,,,,,,,,,,,,,,
2021,1,26,10,CO2,CA,3,2,7,18.3,2.61428571428571,4,8.5,2.125,,,,,,,,,,,,,,,,,,,
2021,1,26,10,CO2,CA,3,3,4,47.4,11.85,1,1.8,1.8,,,,,,,,,,,,,,,,,,,
2021,1,26,10,CO2,CA,3,4,3,41.2,13.7333333333333,3,41.2,13.7333333333333,,,,,,,,,,,,,,64,617.9,9.91212962962963,29,476.4,14.8875
2021,1,26,10,CO2,AL,1,1,6,87.1,14.5166666666667,4,68.9,17.225,,,,,,,,,,,,,,,,,,,
2021,1,26,10,CO2,AL,1,2,9,111.3,12.3666666666667,3,5.9,1.96666666666667,,,,,,,,,,,,,,,,,,,
2021,1,26,10,CO2,AL,1,3,4,97.4,24.35,1,31.1,31.1,,,,,,,,,,,,,,,,,,,
2021,1,26,10,CO2,AL,1,4,3,45.2,15.0666666666667,2,39.2,19.6,,,,,,,,,,,,,,,,,,,
2021,1,26,10,CO2,AL,2,1,11,133.5,12.1363636363636,8,19.6,2.45,,,,,,,,,,,,,,,,,,,
2021,1,26,10,CO2,AL,2,2,4,49.1,12.275,2,23.5,11.75,,,,,,,,,,,,,,,,,,,
2021,1,26,10,CO2,AL,2,3,5,99.4,19.88,3,6.3,2.1,,,,,,,,,,,,,,,,,,,
2021,1,26,10,CO2,AL,2,4,4,39,9.75,2,23.6,11.8,,,,,,,,,,,,,,,,,,,
2021,1,26,10,CO2,AL,3,1,2,34,17,1,21.5,21.5,,,,,,,,,,,,,,,,,,,
2021,1,26,10,CO2,AL,3,2,2,39.2,19.6,2,39.2,19.6,,,,,,,,,,,,,,,,,,,
2021,1,26,10,CO2,AL,3,3,6,96.3,16.05,4,65.7,16.425,,,,,,,,,,,,,,,,,,,
2021,1,26,10,CO2,AL,3,4,7,124.7,17.8142857142857,5,98.6,19.72,,,,,,,,,,,,,,63,956.2,15.9004707792208,37,443.1,14.6030555555556
2021,1,26,10,Control,CA,1,1,4,37.2,9.3,2,32.9,16.45,,,,,,,,,,,,,,,,,,,
2021,1,26,10,Control,CA,1,2,4,4.3,1.075,3,36.2,12.0666666666667,,,,,,,,,,,,,,,,,,,
2021,1,26,10,Control,CA,1,3,7,72.9,10.4142857142857,1,15.3,15.3,,,,,,,,,,,,,,,,,,,
2021,1,26,10,Control,CA,1,4,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,26,10,Control,CA,2,1,7,68.8,9.82857142857143,1,17.4,17.4,,,,,,,,,,,,,,,,,,,
2021,1,26,10,Control,CA,2,2,2,18.6,9.3,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,26,10,Control,CA,2,3,5,45.3,9.06,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,26,10,Control,CA,2,4,1,11.4,11.4,1,11.4,11.4,,,,,,,,,,,,,,,,,,,
2021,1,26,10,Control,CA,3,1,4,42.6,10.65,1,19.7,19.7,,,,,,,,,,,,,,,,,,,
2021,1,26,10,Control,CA,3,2,6,74.6,12.4333333333333,1,15.1,15.1,,,,,,,,,,,,,,,,,,,
2021,1,26,10,Control,CA,3,3,6,71.8,11.9666666666667,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,26,10,Control,CA,3,4,2,24.9,12.45,1,22.4,22.4,,,,,,,,,,,,,,48,472.4,9.80707792207792,11,170.4,16.2270833333333
2021,1,26,10,Control,AL,1,1,0,, ,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,26,10,Control,AL,1,2,5,53.5,10.7,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,26,10,Control,AL,1,3,3,45.9,15.3,2,33.4,16.7,,,,,,,,,,,,,,,,,,,
2021,1,26,10,Control,AL,1,4,3,47.1,15.7,2,39.4,19.7,,,,,,,,,,,,,,,,,,,
2021,1,26,10,Control,AL,2,1,8,64.3,8.0375,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,26,10,Control,AL,2,2,3,37.8,12.6,1,18.9,18.9,,,,,,,,,,,,,,,,,,,
2021,1,26,10,Control,AL,2,3,6,65.1,10.85,3,45,15,,,,,,,,,,,,,,,,,,,
2021,1,26,10,Control,AL,2,4,4,66.2,16.55,3,51.1,17.0333333333333,,,,,,,,,,,,,,,,,,,
2021,1,26,10,Control,AL,3,1,10,82.5,8.25,1,15.7,15.7,,,,,,,,,,,,,,,,,,,
2021,1,26,10,Control,AL,3,2,3,4.2,1.4,1,15.1,15.1,,,,,,,,,,,,,,,,,,,
2021,1,26,10,Control,AL,3,3,9,81.7,9.07777777777778,1,1.6,1.6,,,,,,,,,,,,,,,,,,,
2021,1,26,10,Control,AL,3,4,6,7.8,1.3,1,12,12,,,,,,,,,,,,,,60,556.1,9.97866161616162,15,232.2,14.637037037037
2021,1,29,11,CO2,CA,1,1,6,63.7,10.6166666666667,0,, ,,,,,,,,,,,,,,,,,,,
2021,1,29,11,CO2,CA,1,2,7,78.6,11.2285714285714,2,3.2,1.6,,,,,,,,,,,,,,,,,,,
2021,1,29,11,CO2,CA,1,3,2,18.7,9.35,0,, ,,,,,,,,,,,,,,,,,,,
