%time,EC_slab1,EC_slab2,WC_slab1,WC_slab2,t_slab1,t_slab2
43823.66319,  4.8,  5.0, 94.2, 94.7, 24.1, 24.1
43823.66667,  4.8,  5.0, 93.9, 94.8, 24.3, 24.1
43823.67014,  4.8,  5.0, 93.8, 94.8, 24.3, 24.1
43823.67361,  4.9,  5.0, 93.7, 94.7, 24.3, 24.1
43823.67708,  4.9,  5.0, 93.8, 94.7, 24.3, 24.1
43823.68056,  4.9,  5.0, 94.0, 94.7, 24.4, 24.1
43823.68403,  4.8,  5.0, 94.3, 94.5, 24.4, 24.1
43823.68750,  4.8,  5.0, 94.1, 94.9, 24.4, 24.1
43823.69097,  4.8,  5.0, 93.9, 94.8, 24.4, 24.1
43823.69444,  4.9,  5.0, 93.8, 94.9, 24.4, 24.2
43823.69792,  4.9,  5.0, 94.0, 94.7, 24.4, 24.3
43823.70139,  4.8,  5.0, 94.2, 94.9, 24.4, 24.3
43823.70486,  4.8,  5.0, 93.9, 94.7, 24.4, 24.3
43823.70833,  4.8,  5.0, 94.2, 94.7, 24.5, 24.3
43823.71181,  4.8,  5.0, 93.8, 94.8, 24.5, 24.3
43823.71528,  4.9,  5.0, 93.8, 94.7, 24.5, 24.3
43823.71875,  4.8,  5.0, 94.2, 94.8, 24.5, 24.3
43823.72222,  4.8,  5.0, 93.9, 94.7, 24.5, 24.3
43823.72569,  4.9,  5.0, 94.0, 94.8, 24.5, 24.3
43823.72917,  4.9,  5.0, 93.8, 94.8, 24.5, 24.3
43823.73264,  4.9,  5.0, 93.8, 94.7, 24.5, 24.3
43823.73611,  4.9,  5.0, 94.0, 94.7, 24.5, 24.3
43823.73958,  4.9,  5.0, 93.9, 94.7, 24.5, 24.3
43823.74306,  4.9,  5.0, 94.0, 94.7, 24.5, 24.3
43823.74653,  4.9,  5.0, 94.2, 94.7, 24.5, 24.3
43823.75000,  4.9,  5.0, 94.1, 94.7, 24.6, 24.3
43823.75347,  4.9,  5.0, 93.7, 94.8, 24.5, 24.3
43823.75694,  4.9,  5.0, 93.9, 94.7, 24.4, 24.2
43823.76042,  4.9,  5.0, 93.7, 94.5, 24.2, 24.0
43823.76389,  4.9,  5.1, 93.7, 94.5, 23.9, 23.8
43823.76736,  4.9,  5.1, 93.7, 94.5, 23.8, 23.6
43823.77083,  4.9,  5.1, 94.0, 94.5, 23.5, 23.4
43823.77431,  4.9,  5.1, 93.8, 94.6, 23.3, 23.1
43823.77778,  4.9,  5.1, 93.7, 94.4, 23.2, 23.0
43823.78125,  4.9,  5.1, 93.7, 94.4, 23.0, 22.8
43823.78472,  5.0,  5.1, 93.7, 94.4, 22.9, 22.7
43823.78819,  5.0,  5.1, 93.7, 94.4, 22.7, 22.5
43823.79167,  5.0,  5.1, 93.5, 94.4, 22.6, 22.4
43823.79514,  5.0,  5.2, 93.7, 94.3, 22.4, 22.2
43823.79861,  5.0,  5.2, 93.5, 94.3, 22.3, 22.1
43823.80208,  5.0,  5.2, 93.5, 94.3, 22.2, 22.0
43823.80556,  5.0,  5.2, 93.6, 94.2, 22.1, 21.9
43823.80903,  5.0,  5.2, 93.5, 94.3, 22.0, 21.8
43823.81250,  5.0,  5.2, 93.7, 94.2, 21.8, 21.7
43823.81597,  5.0,  5.2, 93.5, 94.2, 21.8, 21.6
43823.81944,  5.0,  5.2, 93.4, 94.2, 21.6, 21.5
43823.82292,  5.0,  5.2, 93.5, 94.1, 21.5, 21.4
43823.82639,  5.0,  5.2, 93.4, 94.1, 21.4, 21.3
43823.82986,  5.0,  5.2, 93.3, 94.1, 21.4, 21.2
43823.83333,  5.0,  5.2, 93.4, 94.1, 21.3, 21.1
43823.83681,  5.0,  5.2, 93.4, 94.1, 21.1, 21.0
43823.84028,  5.0,  5.2, 93.4, 94.1, 21.1, 20.9
43823.84375,  5.0,  5.2, 93.4, 94.1, 21.0, 20.9
43823.84722,  5.0,  5.2, 93.3, 94.1, 20.9, 20.8
43823.85069,  5.0,  5.2, 93.5, 94.1, 20.9, 20.7
43823.85417,  5.0,  5.2, 93.3, 94.0, 20.8, 20.6
43823.85764,  5.0,  5.2, 93.3, 94.1, 20.7, 20.6
43823.86111,  5.0,  5.2, 93.3, 94.0, 20.6, 20.4
43823.86458,  5.0,  5.2, 93.2, 93.9, 20.5, 20.4
43823.86806,  5.0,  5.2, 93.2, 94.1, 20.4, 20.3
43823.87153,  5.0,  5.2, 93.2, 94.0, 20.4, 20.3
43823.87500,  5.0,  5.2, 93.2, 93.9, 20.3, 20.1
43823.87847,  5.0,  5.2, 93.2, 94.1, 20.1, 20.1
43823.88194,  5.0,  5.2, 93.2, 93.9, 20.1, 20.0
43823.88542,  5.0,  5.2, 93.2, 94.0, 20.1, 19.9
43823.88889,  5.0,  5.2, 93.1, 94.0, 20.1, 19.9
43823.89236,  5.0,  5.2, 93.1, 94.0, 19.9, 19.8
43823.89583,  5.0,  5.2, 93.2, 94.0, 19.9, 19.7
43823.89931,  5.0,  5.2, 93.2, 94.0, 19.9, 19.7
43823.90278,  5.0,  5.2, 93.1, 94.0, 19.8, 19.6
43823.90625,  5.0,  5.2, 93.2, 94.0, 19.6, 19.5
43823.90972,  5.0,  5.2, 93.1, 93.9, 19.6, 19.5
43823.91319,  5.0,  5.2, 93.2, 93.9, 19.6, 19.4
43823.91667,  5.0,  5.2, 93.1, 94.0, 19.4, 19.3
43823.92014,  5.0,  5.2, 93.1, 93.9, 19.4, 19.3
43823.92361,  5.0,  5.2, 93.1, 93.9, 19.4, 19.2
43823.92708,  5.1,  5.2, 93.2, 93.8, 19.3, 19.1
43823.93056,  5.1,  5.2, 93.2, 94.0, 19.1, 19.1
43823.93403,  5.1,  5.2, 93.0, 93.8, 19.1, 19.0
43823.93750,  5.1,  5.2, 93.0, 93.8, 19.1, 18.9
43823.94097,  5.1,  5.2, 93.2, 93.8, 18.9, 18.9
43823.94444,  5.1,  5.2, 93.0, 93.9, 18.9, 18.8
43823.94792,  5.1,  5.2, 92.9, 93.8, 18.9, 18.8
43823.95139,  5.1,  5.2, 93.1, 93.8, 18.8, 18.7
43823.95486,  5.1,  5.2, 93.1, 93.8, 18.8, 18.6
43823.95833,  5.0,  5.2, 93.1, 93.8, 18.7, 18.6
43823.96181,  5.1,  5.2, 93.0, 93.8, 18.6, 18.6
43823.96528,  5.1,  5.2, 93.1, 93.9, 18.5, 18.4
43823.96875,  5.1,  5.2, 93.0, 93.8, 18.5, 18.4
43823.97222,  5.1,  5.2, 93.0, 93.8, 18.4, 18.4
43823.97569,  5.1,  5.2, 93.1, 93.6, 18.4, 18.3
43823.97917,  5.1,  5.2, 93.0, 93.8, 18.4, 18.3
43823.98264,  5.1,  5.2, 93.0, 93.8, 18.3, 18.2
43823.98611,  5.1,  5.2, 93.1, 93.8, 18.3, 18.1
43823.98958,  5.1,  5.2, 93.0, 93.8, 18.2, 18.1
43823.99306,  5.1,  5.2, 93.0, 93.6, 18.1, 18.1
43823.99653,  5.1,  5.3, 92.8, 93.7, 18.1, 18.1
43824.00000,  5.1,  5.3, 93.0, 93.8, 18.1, 18.0
43824.00347,  5.1,  5.3, 93.0, 93.6, 18.1, 18.0
43824.00694,  5.1,  5.3, 93.0, 93.6, 18.1, 18.0
43824.01042,  5.1,  5.2, 93.0, 93.8, 18.1, 18.1
43824.01389,  5.1,  5.2, 92.8, 93.8, 18.1, 18.1
43824.01736,  5.1,  5.2, 93.0, 93.9, 18.2, 18.1
43824.02083,  5.0,  5.2, 93.0, 94.0, 18.3, 18.2
43824.02431,  5.0,  5.2, 93.0, 93.9, 18.4, 18.3
43824.02778,  5.0,  5.2, 93.2, 93.9, 18.4, 18.4
43824.03125,  5.0,  5.2, 93.1, 93.8, 18.4, 18.4
43824.03472,  5.0,  5.2, 93.2, 93.9, 18.5, 18.4
43824.03819,  5.0,  5.2, 93.2, 93.9, 18.6, 18.5
43824.04167,  5.0,  5.2, 93.2, 93.9, 18.6, 18.5
43824.04514,  5.0,  5.2, 93.1, 93.9, 18.6, 18.6
43824.04861,  5.0,  5.2, 93.2, 94.0, 18.7, 18.6
43824.05208,  5.0,  5.2, 93.2, 94.1, 18.8, 18.6
43824.05556,  5.0,  5.2, 93.2, 94.0, 18.8, 18.7
43824.05903,  5.0,  5.2, 93.2, 94.0, 18.8, 18.8
43824.06250,  5.0,  5.2, 93.1, 93.9, 18.9, 18.8
43824.06597,  5.0,  5.2, 93.2, 94.0, 18.9, 18.9
43824.06944,  5.0,  5.2, 93.2, 94.1, 19.0, 18.9
43824.07292,  5.0,  5.1, 93.2, 94.0, 19.0, 18.9
43824.07639,  5.0,  5.2, 93.2, 94.0, 19.0, 19.0
43824.07986,  5.0,  5.1, 93.1, 94.0, 19.1, 19.1
43824.08333,  5.0,  5.1, 93.2, 94.0, 19.1, 19.1
43824.08681,  5.0,  5.1, 93.4, 94.0, 19.1, 19.1
43824.09028,  5.0,  5.1, 93.2, 94.1, 19.2, 19.1
43824.09375,  5.0,  5.1, 93.3, 94.0, 19.2, 19.1
43824.09722,  5.0,  5.1, 93.2, 94.0, 19.3, 19.2
43824.10069,  5.0,  5.1, 93.4, 94.1, 19.3, 19.3
43824.10417,  5.0,  5.1, 93.4, 94.0, 19.3, 19.3
43824.10764,  5.0,  5.1, 93.3, 94.1, 19.4, 19.3
43824.11111,  5.0,  5.1, 93.2, 94.0, 19.4, 19.4
43824.11458,  5.0,  5.1, 93.4, 94.1, 19.4, 19.4
43824.11806,  5.0,  5.1, 93.5, 94.0, 19.4, 19.4
43824.12153,  5.0,  5.1, 93.4, 94.0, 19.4, 19.4
43824.12500,  5.0,  5.1, 93.5, 94.1, 19.5, 19.5
43824.12847,  5.0,  5.1, 93.3, 94.0, 19.6, 19.5
43824.13194,  5.0,  5.1, 93.3, 94.0, 19.6, 19.5
43824.13542,  5.0,  5.1, 93.4, 94.2, 19.6, 19.6
43824.13889,  5.0,  5.1, 93.2, 94.1, 19.6, 19.6
43824.14236,  5.0,  5.1, 93.2, 94.3, 19.6, 19.6
43824.14583,  5.0,  5.1, 93.5, 94.3, 19.6, 19.6
43824.14931,  5.0,  5.1, 93.3, 94.1, 19.7, 19.7
43824.15278,  5.0,  5.1, 93.3, 94.1, 19.8, 19.8
43824.15625,  5.0,  5.1, 93.2, 94.2, 19.9, 19.9
43824.15972,  5.0,  5.1, 93.5, 94.1, 19.9, 19.9
43824.16319,  5.0,  5.1, 93.3, 94.3, 20.0, 20.0
43824.16667,  5.0,  5.1, 93.4, 94.3, 20.1, 20.1
43824.17014,  4.9,  5.1, 93.7, 94.3, 20.1, 20.1
43824.17361,  4.9,  5.1, 93.3, 94.3, 20.2, 20.2
43824.17708,  4.9,  5.1, 93.5, 94.3, 20.3, 20.3
43824.18056,  4.9,  5.1, 93.6, 94.3, 20.3, 20.3
43824.18403,  4.9,  5.1, 93.7, 94.2, 20.3, 20.4
43824.18750,  4.9,  5.1, 93.7, 94.2, 20.4, 20.4
43824.19097,  4.9,  5.1, 93.6, 94.2, 20.4, 20.4
43824.19444,  4.9,  5.1, 93.6, 94.4, 20.4, 20.4
43824.19792,  4.9,  5.1, 93.6, 94.2, 20.5, 20.6
43824.20139,  4.9,  5.1, 93.7, 94.4, 20.6, 20.6
43824.20486,  4.9,  5.1, 93.7, 94.2, 20.6, 20.6
43824.20833,  4.9,  5.1, 93.7, 94.4, 20.6, 20.6
43824.21181,  4.9,  5.1, 93.5, 94.4, 20.6, 20.6
43824.21528,  4.9,  5.1, 93.6, 94.4, 20.6, 20.6
43824.21875,  4.9,  5.1, 93.5, 94.4, 20.7, 20.7
43824.22222,  4.9,  5.1, 93.6, 94.4, 20.8, 20.8
43824.22569,  4.9,  5.1, 93.8, 94.4, 20.8, 20.8
43824.22917,  4.9,  5.1, 93.6, 94.4, 20.8, 20.8
43824.23264,  4.9,  5.1, 93.5, 94.2, 20.8, 20.8
43824.23611,  4.9,  5.1, 93.6, 94.4, 20.8, 20.8
43824.23958,  4.9,  5.1, 93.6, 94.4, 20.9, 20.9
43824.24306,  4.9,  5.1, 93.6, 94.4, 20.9, 20.9
43824.24653,  4.9,  5.1, 93.7, 94.4, 20.9, 20.9
43824.25000,  4.9,  5.1, 93.7, 94.4, 20.9, 20.9
43824.25347,  4.9,  5.1, 93.7, 94.4, 20.9, 20.9
43824.25694,  4.9,  5.1, 93.7, 94.4, 20.9, 21.0
43824.26042,  4.9,  5.1, 93.6, 94.4, 20.9, 21.0
43824.26389,  4.9,  5.1, 93.5, 94.4, 20.9, 21.0
43824.26736,  4.9,  5.1, 93.7, 94.4, 21.0, 21.0
43824.27083,  4.9,  5.1, 93.5, 94.4, 21.0, 21.1
43824.27431,  4.9,  5.1, 93.7, 94.4, 21.0, 21.1
43824.27778,  4.9,  5.1, 93.8, 94.4, 21.0, 21.1
43824.28125,  4.9,  5.1, 93.6, 94.5, 21.0, 21.1
43824.28472,  4.9,  5.1, 93.7, 94.4, 21.0, 21.1
43824.28819,  4.9,  5.1, 93.7, 94.4, 21.0, 21.1
43824.29167,  4.9,  5.1, 93.7, 94.4, 21.1, 21.1
43824.29514,  4.9,  5.1, 93.8, 94.4, 21.1, 21.1
43824.29861,  4.9,  5.1, 93.5, 94.2, 21.1, 21.1
43824.30208,  5.0,  5.1, 93.6, 94.4, 21.1, 21.1
43824.30556,  4.9,  5.1, 93.7, 94.2, 21.1, 21.1
43824.30903,  4.9,  5.1, 93.7, 94.4, 21.1, 21.1
43824.31250,  4.9,  5.1, 93.5, 94.4, 21.1, 21.1
43824.31597,  4.9,  5.1, 93.7, 94.4, 21.1, 21.1
43824.31944,  4.9,  5.1, 93.8, 94.4, 21.1, 21.3
43824.32292,  4.9,  5.1, 93.5, 94.4, 21.1, 21.3
43824.32639,  4.9,  5.1, 93.6, 94.4, 21.1, 21.3
43824.32986,  4.9,  5.1, 93.6, 94.3, 21.1, 21.3
43824.33333,  4.9,  5.1, 93.8, 94.5, 21.1, 21.3
43824.33681,  4.9,  5.1, 93.7, 94.4, 21.2, 21.3
43824.34028,  4.9,  5.1, 93.8, 94.4, 21.2, 21.3
43824.34375,  4.9,  5.1, 93.7, 94.4, 21.2, 21.3
43824.34722,  4.9,  5.1, 93.4, 94.4, 21.2, 21.3
43824.35069,  4.9,  5.1, 93.5, 94.4, 21.2, 21.3
43824.35417,  4.9,  5.1, 93.8, 94.3, 21.2, 21.4
43824.35764,  4.9,  5.1, 93.7, 94.3, 21.3, 21.4
43824.36111,  4.9,  5.1, 93.8, 94.3, 21.3, 21.4
43824.36458,  5.0,  5.1, 93.8, 94.5, 21.3, 21.4
43824.36806,  5.0,  5.1, 93.7, 94.3, 21.3, 21.4
43824.37153,  5.0,  5.1, 93.7, 94.3, 21.4, 21.4
43824.37500,  4.9,  5.1, 93.8, 94.3, 21.4, 21.5
43824.37847,  4.9,  5.1, 93.9, 94.5, 21.4, 21.5
43824.38194,  4.9,  5.1, 93.7, 94.5, 21.4, 21.6
43824.38542,  4.9,  5.1, 93.7, 94.5, 21.6, 21.6
43824.38889,  4.9,  5.1, 93.7, 94.5, 21.6, 21.6
43824.39236,  4.9,  5.1, 93.9, 94.5, 21.6, 21.7
43824.39583,  4.9,  5.1, 93.7, 94.5, 21.6, 21.7
43824.39931,  4.9,  5.1, 93.7, 94.5, 21.6, 21.7
43824.40278,  4.9,  5.1, 93.8, 94.5, 21.7, 21.8
43824.40625,  4.9,  5.1, 93.6, 94.5, 21.8, 21.9
43824.40972,  4.9,  5.1, 94.0, 94.5, 21.9, 21.9
43824.41319,  4.9,  5.1, 94.0, 94.5, 22.0, 22.1
43824.41667,  4.9,  5.1, 94.0, 94.6, 22.1, 22.1
43824.42014,  4.9,  5.1, 94.0, 94.7, 22.1, 22.2
43824.42361,  4.9,  5.1, 93.9, 94.6, 22.2, 22.3
43824.42708,  4.9,  5.1, 93.9, 94.6, 22.3, 22.3
43824.43056,  4.9,  5.1, 93.8, 94.7, 22.4, 22.4
43824.43403,  4.9,  5.1, 93.9, 94.7, 22.4, 22.5
43824.43750,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
43824.44097,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
43824.44444,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
43824.44792,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
43824.45139,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
43824.45486,  4.9,  5.0, 94.0, 94.6, 22.7, 22.8
43824.45833,  4.9,  5.0, 94.0, 94.7, 22.8, 22.9
43824.46181,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
43824.46528,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
43824.46875,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
43824.47222,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
43824.47569,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
43824.47917,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
43824.48264,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
43824.48611,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
43824.48958,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
43824.49306,  4.9,  5.0, 94.1, 94.6, 23.4, 23.4
43824.49653,  4.9,  5.0, 94.0, 94.6, 23.5, 23.6
43824.50000,  4.8,  5.0, 94.4, 94.7, 23.6, 23.7
43824.50347,  4.8,  5.0, 94.5, 94.7, 23.6, 23.7
43824.50694,  4.9,  5.0, 94.1, 94.7, 23.7, 23.8
43824.51042,  4.9,  5.0, 94.4, 94.7, 23.8, 23.9
43824.51389,  4.9,  5.0, 94.4, 94.8, 23.8, 23.9
43824.51736,  4.9,  5.0, 94.5, 94.8, 23.9, 24.0
43824.52083,  4.8,  5.0, 94.2, 94.9, 23.9, 24.0
43824.52431,  4.8,  5.0, 94.0, 94.7, 24.0, 24.1
43824.52778,  4.9,  5.0, 93.9, 94.9, 24.0, 24.1
43824.53125,  4.9,  5.0, 94.2, 94.8, 24.1, 24.1
43824.53472,  4.9,  5.0, 94.0, 94.8, 24.1, 24.1
43824.53819,  4.9,  5.0, 93.8, 94.9, 24.1, 24.3
43824.54167,  4.9,  5.0, 94.4, 94.7, 24.2, 24.3
43824.54514,  4.9,  5.0, 94.6, 94.8, 24.3, 24.3
43824.54861,  4.8,  5.0, 94.4, 94.7, 24.3, 24.4
43824.55208,  4.8,  5.0, 94.2, 94.9, 24.4, 24.4
43824.55556,  4.8,  5.0, 94.8, 94.8, 24.4, 24.4
43824.55903,  4.8,  5.0, 94.0, 94.9, 24.6, 24.6
43824.56250,  4.8,  5.0, 94.5, 94.8, 24.6, 24.6
43824.56597,  4.8,  5.0, 94.4, 94.8, 24.6, 24.6
43824.56944,  4.8,  5.0, 93.9, 94.8, 24.7, 24.6
43824.57292,  4.8,  5.0, 94.2, 94.8, 24.8, 24.8
43824.57639,  4.8,  5.0, 94.6, 94.8, 24.8, 24.8
43824.57986,  4.8,  5.0, 94.6, 94.8, 24.9, 24.9
43824.58333,  4.8,  5.0, 94.6, 94.8, 24.9, 24.9
43824.58681,  4.8,  5.0, 94.6, 94.7, 24.9, 24.9
43824.59028,  4.8,  5.0, 94.7, 94.9, 25.0, 25.0
43824.59375,  4.8,  5.0, 94.0, 94.9, 25.1, 25.0
43824.59722,  4.8,  5.0, 94.3, 94.8, 25.1, 25.1
43824.60069,  4.8,  5.0, 94.6, 94.9, 25.1, 25.1
43824.60417,  4.8,  5.0, 94.3, 94.9, 25.1, 25.1
43824.60764,  4.8,  5.0, 94.1, 94.8, 25.1, 25.1
43824.61111,  4.8,  5.0, 94.0, 94.8, 25.1, 25.1
43824.61458,  4.8,  5.0, 94.2, 94.9, 25.1, 25.1
43824.61806,  4.8,  5.0, 94.6, 94.9, 25.1, 25.1
43824.62153,  4.8,  5.0, 94.4, 94.8, 25.1, 25.1
43824.62500,  4.8,  5.0, 94.4, 94.8, 25.1, 25.1
43824.62847,  4.8,  5.0, 94.4, 94.8, 25.1, 25.1
43824.63194,  4.9,  5.0, 94.3, 94.8, 25.1, 25.1
43824.63542,  4.9,  5.0, 94.4, 94.9, 25.1, 25.1
43824.63889,  4.9,  5.0, 94.1, 94.9, 25.1, 25.1
43824.64236,  4.9,  5.0, 94.3, 95.0, 25.1, 25.1
43824.64583,  4.9,  5.0, 94.3, 94.9, 25.1, 25.1
43824.64931,  4.9,  5.0, 94.4, 94.9, 25.1, 25.1
43824.65278,  4.9,  5.0, 94.3, 94.9, 25.1, 25.1
43824.65625,  4.9,  5.0, 94.2, 94.8, 25.1, 25.1
43824.65972,  4.9,  5.0, 94.2, 94.8, 25.1, 25.1
43824.66319,  4.9,  5.0, 94.1, 94.8, 25.1, 25.1
43824.66667,  4.9,  5.0, 94.2, 94.8, 25.1, 25.1
43824.67014,  4.9,  5.0, 94.2, 94.9, 25.1, 25.1
43824.67361,  4.9,  5.0, 94.2, 94.8, 25.1, 25.1
43824.67708,  4.9,  5.0, 94.3, 94.9, 25.1, 25.1
43824.68056,  4.9,  5.0, 93.9, 94.8, 25.1, 25.1
43824.68403,  4.9,  5.0, 93.9, 94.8, 25.2, 25.1
43824.68750,  4.9,  5.0, 94.0, 94.8, 25.2, 25.1
43824.69097,  4.9,  5.0, 94.7, 94.9, 25.3, 25.1
43824.69444,  4.9,  5.0, 94.2, 94.8, 25.2, 25.1
43824.69792,  4.9,  5.0, 94.4, 94.8, 25.3, 25.1
43824.70139,  4.8,  5.0, 94.2, 94.8, 25.3, 25.1
43824.70486,  4.9,  5.0, 94.0, 94.8, 25.3, 25.2
43824.70833,  4.9,  5.0, 94.3, 94.8, 25.4, 25.2
43824.71181,  4.8,  5.0, 94.3, 94.9, 25.4, 25.2
43824.71528,  4.9,  5.0, 93.9, 94.9, 25.4, 25.3
43824.71875,  4.9,  5.0, 94.1, 94.9, 25.4, 25.3
43824.72222,  4.9,  5.0, 93.9, 94.8, 25.4, 25.3
43824.72569,  4.9,  5.0, 94.3, 94.9, 25.4, 25.3
43824.72917,  4.9,  5.0, 94.0, 94.8, 25.4, 25.3
43824.73264,  4.9,  5.0, 94.2, 95.1, 25.4, 25.3
43824.73611,  4.9,  5.0, 94.1, 94.9, 25.5, 25.3
43824.73958,  4.9,  5.0, 94.2, 94.9, 25.5, 25.3
43824.74306,  4.9,  5.0, 94.0, 94.9, 25.5, 25.3
43824.74653,  4.9,  5.0, 94.3, 94.8, 25.5, 25.3
43824.75000,  4.8,  5.0, 94.4, 94.9, 25.5, 25.3
43824.75347,  4.9,  5.0, 94.3, 94.9, 25.5, 25.3
43824.75694,  4.9,  5.0, 94.1, 95.0, 25.4, 25.3
43824.76042,  4.9,  5.1, 94.1, 94.7, 25.2, 24.9
43824.76389,  4.9,  5.1, 94.1, 94.6, 24.9, 24.7
43824.76736,  4.9,  5.1, 94.1, 94.7, 24.8, 24.6
43824.77083,  4.9,  5.1, 94.1, 94.6, 24.6, 24.3
43824.77431,  4.9,  5.1, 94.2, 94.6, 24.5, 24.1
43824.77778,  4.9,  5.1, 93.9, 94.5, 24.3, 23.9
43824.78125,  5.0,  5.1, 94.1, 94.5, 24.1, 23.8
43824.78472,  5.0,  5.2, 94.0, 94.6, 23.8, 23.6
43824.78819,  5.0,  5.1, 94.1, 94.6, 23.6, 23.4
43824.79167,  5.0,  5.2, 94.0, 94.5, 23.4, 23.3
43824.79514,  5.0,  5.1, 93.9, 94.5, 23.3, 23.1
43824.79861,  5.0,  5.2, 94.0, 94.5, 23.1, 23.1
43824.80208,  5.0,  5.2, 93.7, 94.5, 23.1, 22.9
43824.80556,  5.0,  5.2, 93.7, 94.4, 22.9, 22.6
43824.80903,  5.0,  5.2, 93.8, 94.6, 22.8, 22.6
43824.81250,  5.0,  5.2, 93.7, 94.5, 22.6, 22.5
43824.81597,  5.0,  5.2, 94.0, 94.4, 22.5, 22.4
43824.81944,  5.0,  5.2, 93.9, 94.3, 22.4, 22.2
43824.82292,  5.0,  5.2, 93.8, 94.3, 22.4, 22.2
43824.82639,  5.0,  5.2, 94.0, 94.4, 22.3, 22.1
43824.82986,  5.0,  5.2, 93.5, 94.4, 22.1, 22.0
43824.83333,  5.0,  5.2, 93.9, 94.4, 22.0, 21.9
43824.83681,  5.0,  5.2, 93.7, 94.3, 21.9, 21.8
43824.84028,  5.0,  5.2, 93.8, 94.3, 21.9, 21.7
43824.84375,  5.0,  5.2, 93.4, 94.2, 21.8, 21.6
43824.84722,  5.0,  5.2, 93.7, 94.2, 21.6, 21.4
43824.85069,  5.0,  5.2, 93.8, 94.3, 21.6, 21.4
43824.85417,  5.0,  5.2, 93.8, 94.2, 21.5, 21.4
43824.85764,  5.0,  5.2, 93.5, 94.2, 21.4, 21.3
43824.86111,  5.0,  5.2, 93.6, 94.2, 21.3, 21.1
43824.86458,  5.0,  5.2, 93.3, 94.2, 21.2, 21.1
43824.86806,  5.0,  5.2, 93.5, 94.2, 21.1, 20.9
43824.87153,  5.0,  5.2, 93.8, 94.1, 21.1, 20.9
43824.87500,  5.0,  5.2, 93.5, 94.3, 20.9, 20.8
43824.87847,  5.0,  5.2, 93.5, 94.1, 20.9, 20.8
43824.88194,  5.0,  5.2, 93.7, 94.1, 20.9, 20.6
43824.88542,  5.0,  5.2, 93.4, 94.1, 20.8, 20.6
43824.88889,  5.0,  5.2, 93.5, 94.2, 20.6, 20.6
43824.89236,  5.0,  5.2, 93.4, 94.3, 20.6, 20.4
43824.89583,  5.0,  5.2, 93.4, 94.1, 20.5, 20.4
43824.89931,  5.0,  5.2, 93.6, 94.1, 20.4, 20.3
43824.90278,  5.0,  5.2, 93.3, 94.1, 20.4, 20.2
43824.90625,  5.0,  5.2, 93.3, 94.1, 20.3, 20.1
43824.90972,  5.0,  5.2, 93.3, 94.1, 20.3, 20.1
43824.91319,  5.1,  5.2, 93.2, 94.1, 20.1, 19.9
43824.91667,  5.1,  5.2, 93.3, 94.0, 20.1, 19.9
43824.92014,  5.1,  5.2, 93.1, 94.1, 20.0, 19.8
43824.92361,  5.1,  5.2, 93.2, 94.0, 19.9, 19.8
43824.92708,  5.1,  5.2, 93.5, 94.1, 19.8, 19.6
43824.93056,  5.1,  5.2, 93.4, 94.0, 19.8, 19.6
43824.93403,  5.1,  5.2, 93.4, 94.0, 19.7, 19.6
43824.93750,  5.1,  5.2, 93.2, 94.0, 19.6, 19.4
43824.94097,  5.1,  5.2, 93.4, 94.0, 19.6, 19.4
43824.94444,  5.1,  5.2, 93.2, 93.9, 19.5, 19.4
43824.94792,  5.1,  5.2, 93.2, 94.0, 19.4, 19.3
43824.95139,  5.1,  5.2, 93.3, 94.1, 19.4, 19.2
43824.95486,  5.1,  5.2, 93.4, 94.1, 19.3, 19.2
43824.95833,  5.1,  5.2, 93.3, 94.1, 19.3, 19.1
43824.96181,  5.1,  5.3, 93.1, 94.0, 19.3, 19.1
43824.96528,  5.1,  5.3, 93.2, 93.9, 19.2, 19.1
43824.96875,  5.1,  5.3, 93.2, 93.9, 19.1, 18.9
43824.97222,  5.1,  5.3, 93.3, 94.1, 19.1, 18.9
43824.97569,  5.1,  5.3, 93.2, 94.0, 19.0, 18.9
43824.97917,  5.1,  5.3, 93.1, 93.9, 18.9, 18.9
43824.98264,  5.1,  5.3, 93.3, 93.9, 18.9, 18.8
43824.98611,  5.1,  5.3, 93.0, 93.9, 18.9, 18.8
43824.98958,  5.1,  5.3, 93.2, 93.9, 18.8, 18.6
43824.99306,  5.1,  5.3, 93.3, 94.0, 18.8, 18.6
43824.99653,  5.1,  5.3, 93.1, 93.9, 18.8, 18.6
43825.00000,  5.1,  5.2, 93.3, 94.0, 18.7, 18.6
43825.00347,  5.1,  5.2, 93.1, 94.0, 18.7, 18.5
